SERIAL NO,SUBJECT,CHAPTER NAME,CLASS TEACHER,YEAR,MODE,FACULTY1,FACULTY2,BATCH,EXAM DATE,ALLOTED HOURS,COMPLETED HOURS,REMAINING HOURS NEEDED,CHAPTER STATUS,AVERAGE MARK OF BATCH,NUMBER OF A+,REMARKS1,REMARKS2,REMARKS3,FLAG1,FLAG2,FLAG3
2316,MATHS,Applications of Differentiation,JISHNA,2026,OFFLINE,CDE,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2317,MATHS,Applications of Differentiation,JISHNA,2026,OFFLINE,CDE,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2318,PHYSICS,Atoms and Nuclei,JISHNA,2026,OFFLINE,CAO,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2319,PHYSICS,Atoms and Nuclei,JISHNA,2026,OFFLINE,CAO,,BATCH21,,15,,15,NOT COMPLETED,,,,,,,,
2320,PHYSICS,Atoms and Nuclei,JISHNA,2026,OFFLINE,CAO,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2321,BOTANY,Biological Classification,JISHNA,2026,OFFLINE,BDZ,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2322,BOTANY,Biological Classification,JISHNA,2026,OFFLINE,BDZ,,BATCH21,,21,,21,NOT COMPLETED,,,,,,,,
2323,ZOOLOGY,Biomolecules,JISHNA,2026,OFFLINE,CBT,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2324,CHEMISTRY,Biomolecules,JISHNA,2026,OFFLINE,ZDZ,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2325,ZOOLOGY,Biomolecules,JISHNA,2026,OFFLINE,CBT,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2326,CHEMISTRY,Biomolecules,JISHNA,2026,OFFLINE,ZDZ,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2327,BOTANY,Biotechnology : Principles and processes,JISHNA,2026,OFFLINE,MAD,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2328,BOTANY,Biotechnology : Principles and processes,JISHNA,2026,OFFLINE,MAD,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2329,ZOOLOGY,Body Fluids and Circulation,JISHNA,2026,OFFLINE,ZBT,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2330,ZOOLOGY,Body Fluids and Circulation,JISHNA,2026,OFFLINE,ZBT,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2331,ZOOLOGY,Body Fluids and Circulation,JISHNA,2026,OFFLINE,ZBT,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2332,CHEMISTRY,Carboxylic Acids and It's Derivatives  Derivatives,JISHNA,2026,OFFLINE,ZAW,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2333,CHEMISTRY,Carboxylic Acids and It's Derivatives  Derivatives,JISHNA,2026,OFFLINE,ZAW,,BATCH21,,15,,15,NOT COMPLETED,,,,,,,,
2334,CHEMISTRY,Carboxylic Acids and It's Derivatives  Derivatives,JISHNA,2026,OFFLINE,ZAW,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2335,BOTANY,Cell : The unit of life,JISHNA,2026,OFFLINE,CBB,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2336,BOTANY,Cell : The unit of life,JISHNA,2026,OFFLINE,CBB,,BATCH21,,29,,29,NOT COMPLETED,,,,,,,,
2337,CHEMISTRY,Chemical and Ionic Equilibrium,JISHNA,2026,OFFLINE,MCU,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2338,CHEMISTRY,Chemical and Ionic Equilibrium,JISHNA,2026,OFFLINE,MCU,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2339,CHEMISTRY,Chemical Bonding and Molecular Structure  Structure,JISHNA,2026,OFFLINE,PAJ,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2340,CHEMISTRY,Chemical Bonding and Molecular Structure  Structure,JISHNA,2026,OFFLINE,PAJ,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2341,ZOOLOGY,Chemical Coordination and Integration,JISHNA,2026,OFFLINE,MAW,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2342,ZOOLOGY,Chemical Coordination and Integration,JISHNA,2026,OFFLINE,MAW,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2343,CHEMISTRY,Chemical Kinetics,JISHNA,2026,OFFLINE,BDU,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2344,CHEMISTRY,Chemical Kinetics,JISHNA,2026,OFFLINE,BDU,,BATCH21,,7,,7,NOT COMPLETED,,,,,,,,
2345,CHEMISTRY,Chemical Kinetics,JISHNA,2026,OFFLINE,BDU,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2346,CHEMISTRY,Classification of Elements and Periodicity Periodicity in Properties,JISHNA,2026,OFFLINE,ZDQ,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2347,CHEMISTRY,Classification of Elements and Periodicity Periodicity in Properties,JISHNA,2026,OFFLINE,ZDQ,,BATCH21,,15,,15,NOT COMPLETED,,,,,,,,
2348,MATHS,Complex Numbers,JISHNA,2026,OFFLINE,BBO,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2349,MATHS,Complex Numbers,JISHNA,2026,OFFLINE,BBO,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2350,MATHS,Conic Section,JISHNA,2026,OFFLINE,BCC,,BATCH21,,19,,19,NOT COMPLETED,,,,,,,,
2351,MATHS,Conic Section,JISHNA,2026,OFFLINE,BCC,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2352,MATHS,Conic Section,JISHNA,2026,OFFLINE,BCC,,BATCH21,,15,,15,NOT COMPLETED,,,,,,,,
2353,MATHS,"Continuity, Differentiability and Derivatives",JISHNA,2026,OFFLINE,BBT,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2354,MATHS,"Continuity, Differentiability and Derivatives",JISHNA,2026,OFFLINE,BBT,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2355,PHYSICS,Current Electricity,JISHNA,2026,OFFLINE,CDN,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2356,PHYSICS,Current Electricity,JISHNA,2026,OFFLINE,CDN,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2357,MATHS,Differential Equations,JISHNA,2026,OFFLINE,ZCH,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2358,MATHS,Differential Equations,JISHNA,2026,OFFLINE,ZCH,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2359,PHYSICS,Dual Nature of Matter and Radiation,JISHNA,2026,OFFLINE,ZDD,,BATCH21,,7,,7,NOT COMPLETED,,,,,,,,
2360,PHYSICS,Dual Nature of Matter and Radiation,JISHNA,2026,OFFLINE,ZDD,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2361,BOTANY,Ecosystem,JISHNA,2026,OFFLINE,BAR,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2362,BOTANY,Ecosystem,JISHNA,2026,OFFLINE,BAR,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2363,PHYSICS,Electromagnetic Induction and Alternating Current,JISHNA,2026,OFFLINE,CAA,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2364,PHYSICS,Electromagnetic Induction and Alternating Current,JISHNA,2026,OFFLINE,CAA,,BATCH21,,21,,21,NOT COMPLETED,,,,,,,,
2365,PHYSICS,Electromagnetic Waves,JISHNA,2026,OFFLINE,BCP,,BATCH21,,5,,5,NOT COMPLETED,,,,,,,,
2366,PHYSICS,Electromagnetic Waves,JISHNA,2026,OFFLINE,BCP,,BATCH21,,15,,15,NOT COMPLETED,,,,,,,,
2367,PHYSICS,Electrostatics,JISHNA,2026,OFFLINE,PBL,,BATCH21,,17,,17,NOT COMPLETED,,,,,,,,
2368,PHYSICS,Electrostatics,JISHNA,2026,OFFLINE,PBL,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2369,PHYSICS,Electrostatics,JISHNA,2026,OFFLINE,PBL,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2370,ZOOLOGY,Excretory Products and Their Elimination,JISHNA,2026,OFFLINE,PAE,,BATCH21,,15,,15,NOT COMPLETED,,,,,,,,
2371,ZOOLOGY,Excretory Products and Their Elimination,JISHNA,2026,OFFLINE,PAE,,BATCH21,,17,,17,NOT COMPLETED,,,,,,,,
2372,PHYSICS,Gravitation,JISHNA,2026,OFFLINE,BCL,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2373,PHYSICS,Gravitation,JISHNA,2026,OFFLINE,BCL,,BATCH21,,19,,19,NOT COMPLETED,,,,,,,,
2374,CHEMISTRY,Halo Alkanes and Halo Arenes  Arenes,JISHNA,2026,OFFLINE,BAI,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2375,CHEMISTRY,Halo Alkanes and Halo Arenes  Arenes,JISHNA,2026,OFFLINE,BAI,,BATCH21,,17,,17,NOT COMPLETED,,,,,,,,
2376,CHEMISTRY,Halo Alkanes and Halo Arenes  Arenes,JISHNA,2026,OFFLINE,BAI,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2377,ZOOLOGY,Human Health and Disease,JISHNA,2026,OFFLINE,ZBY,,BATCH21,,17,,17,NOT COMPLETED,,,,,,,,
2378,ZOOLOGY,Human Health and Disease,JISHNA,2026,OFFLINE,ZBY,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2379,ZOOLOGY,Human Reproduction,JISHNA,2026,OFFLINE,ZBK,,BATCH21,,21,,21,NOT COMPLETED,,,,,,,,
2380,ZOOLOGY,Human Reproduction,JISHNA,2026,OFFLINE,ZBK,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2381,CHEMISTRY,Hydrocarbons,JISHNA,2026,OFFLINE,MDG,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2382,CHEMISTRY,Hydrocarbons,JISHNA,2026,OFFLINE,MDG,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2383,CHEMISTRY,Hydrocarbons,JISHNA,2026,OFFLINE,MDG,,BATCH21,,7,,7,NOT COMPLETED,,,,,,,,
2384,MATHS,Integration and its Applications,JISHNA,2026,OFFLINE,MBS,,BATCH21,,29,,29,NOT COMPLETED,,,,,,,,
2385,MATHS,Integration and its Applications,JISHNA,2026,OFFLINE,MBS,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2386,PHYSICS,Laws of Motion,JISHNA,2026,OFFLINE,MBX,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2387,PHYSICS,Laws of Motion,JISHNA,2026,OFFLINE,MBX,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2388,MATHS,Limits of Real Functions,JISHNA,2026,OFFLINE,PDD,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2389,MATHS,Limits of Real Functions,JISHNA,2026,OFFLINE,PDD,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2390,ZOOLOGY,Locomotion and Movement,JISHNA,2026,OFFLINE,BAW,,BATCH21,,19,,19,NOT COMPLETED,,,,,,,,
2391,ZOOLOGY,Locomotion and Movement,JISHNA,2026,OFFLINE,BAW,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2392,MATHS,Logarithm,JISHNA,2026,OFFLINE,ZCU,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2393,MATHS,Logarithm,JISHNA,2026,OFFLINE,ZCU,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2394,PHYSICS,Magnetism and Matter,JISHNA,2026,OFFLINE,PBC,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2395,PHYSICS,Magnetism and Matter,JISHNA,2026,OFFLINE,PBC,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2396,PHYSICS,Magnetism and Matter,JISHNA,2026,OFFLINE,PBC,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2397,MATHS,Matrices and Determinants,JISHNA,2026,OFFLINE,ZCQ,,BATCH21,,21,,21,NOT COMPLETED,,,,,,,,
2398,MATHS,Matrices and Determinants,JISHNA,2026,OFFLINE,ZCQ,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2399,MATHS,Matrices and Determinants,JISHNA,2026,OFFLINE,ZCQ,,BATCH21,,24,,24,NOT COMPLETED,,,,,,,,
2400,ZOOLOGY,Microbes in Human Welfare,JISHNA,2026,OFFLINE,PCL,,BATCH21,,15,,15,NOT COMPLETED,,,,,,,,
2401,ZOOLOGY,Microbes in Human Welfare,JISHNA,2026,OFFLINE,PCL,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2402,ZOOLOGY,Molecular Basis of Inheritance,JISHNA,2026,OFFLINE,CBY,,BATCH21,,17,,17,NOT COMPLETED,,,,,,,,
2403,ZOOLOGY,Molecular Basis of Inheritance,JISHNA,2026,OFFLINE,CBY,,BATCH21,,7,,7,NOT COMPLETED,,,,,,,,
2404,PHYSICS,Motion in a Plane,JISHNA,2026,OFFLINE,CDI,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2405,PHYSICS,Motion in a Plane,JISHNA,2026,OFFLINE,CDI,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2406,PHYSICS,Motion in a Plane,JISHNA,2026,OFFLINE,CDI,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2407,ZOOLOGY,Neural Control and Coordination,JISHNA,2026,OFFLINE,CCH,,BATCH21,,15,,15,NOT COMPLETED,,,,,,,,
2408,ZOOLOGY,Neural Control and Coordination,JISHNA,2026,OFFLINE,CCH,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2409,ZOOLOGY,Neural Control and Coordination,JISHNA,2026,OFFLINE,CCH,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2410,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part I I (Nomenclature),JISHNA,2026,OFFLINE,CAS,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2411,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part I I (Nomenclature),JISHNA,2026,OFFLINE,CAS,,BATCH21,,24,,24,NOT COMPLETED,,,,,,,,
2412,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part I I (Nomenclature),JISHNA,2026,OFFLINE,CAS,,BATCH21,,7,,7,NOT COMPLETED,,,,,,,,
2413,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part II II (Reaction Mechanism),JISHNA,2026,OFFLINE,BDI,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2414,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part II II (Reaction Mechanism),JISHNA,2026,OFFLINE,BDI,,BATCH21,,17,,17,NOT COMPLETED,,,,,,,,
2415,BOTANY,Organism and Population,JISHNA,2026,OFFLINE,PCC,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2416,BOTANY,Organism and Population,JISHNA,2026,OFFLINE,PCC,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2417,BOTANY,Organism and Population,JISHNA,2026,OFFLINE,PCC,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2418,PHYSICS,Oscillations,JISHNA,2026,OFFLINE,ZCZ,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2419,PHYSICS,Oscillations,JISHNA,2026,OFFLINE,ZCZ,,BATCH21,,17,,17,NOT COMPLETED,,,,,,,,
2420,BOTANY,Photosynthesis in Higher Plants,JISHNA,2026,OFFLINE,ZBB,,BATCH21,,19,,19,NOT COMPLETED,,,,,,,,
2421,BOTANY,Photosynthesis in Higher Plants,JISHNA,2026,OFFLINE,ZBB,,BATCH21,,15,,15,NOT COMPLETED,,,,,,,,
2422,PHYSICS,"Physical World, Units and Measurements",JISHNA,2026,OFFLINE,PDI,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2423,PHYSICS,"Physical World, Units and Measurements",JISHNA,2026,OFFLINE,PDI,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2424,BOTANY,Plant Kingdom,JISHNA,2026,OFFLINE,ZAN,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2425,BOTANY,Plant Kingdom,JISHNA,2026,OFFLINE,ZAN,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2426,CHEMISTRY,Practical Chemistry,JISHNA,2026,OFFLINE,CBK,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2427,CHEMISTRY,Practical Chemistry,JISHNA,2026,OFFLINE,CBK,,BATCH21,,26,,26,NOT COMPLETED,,,,,,,,
2428,CHEMISTRY,Practical Chemistry,JISHNA,2026,OFFLINE,CBK,,BATCH21,,7,,7,NOT COMPLETED,,,,,,,,
2429,ZOOLOGY,Principles of Inheritance and Variation,JISHNA,2026,OFFLINE,BBK,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2430,ZOOLOGY,Principles of Inheritance and Variation,JISHNA,2026,OFFLINE,BBK,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2431,MATHS,Quadratic Equation,JISHNA,2026,OFFLINE,PCZ,,BATCH21,,21,,21,NOT COMPLETED,,,,,,,,
2432,MATHS,Quadratic Equation,JISHNA,2026,OFFLINE,PCZ,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2433,MATHS,Quadratic Equation,JISHNA,2026,OFFLINE,PCZ,,BATCH21,,21,,21,NOT COMPLETED,,,,,,,,
2434,PHYSICS,Ray Optics & Optical Instruments,JISHNA,2026,OFFLINE,ZAA,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2435,PHYSICS,Ray Optics & Optical Instruments,JISHNA,2026,OFFLINE,ZAA,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2436,PHYSICS,Ray Optics & Optical Instruments,JISHNA,2026,OFFLINE,ZAA,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2437,BOTANY,Respiration in Plants,JISHNA,2026,OFFLINE,MDP,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2438,BOTANY,Respiration in Plants,JISHNA,2026,OFFLINE,MDP,,BATCH21,,17,,17,NOT COMPLETED,,,,,,,,
2439,PHYSICS,Semiconductor Electronics,JISHNA,2026,OFFLINE,BDD,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2440,PHYSICS,Semiconductor Electronics,JISHNA,2026,OFFLINE,BDD,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2441,MATHS,Sequences and Series,JISHNA,2026,OFFLINE,MBO,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2442,MATHS,Sequences and Series,JISHNA,2026,OFFLINE,MBO,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2443,MATHS,Sequences and Series,JISHNA,2026,OFFLINE,MBO,,BATCH21,,17,,17,NOT COMPLETED,,,,,,,,
2444,MATHS,"Sets, Relations and  Functions",JISHNA,2026,OFFLINE,CCM,,BATCH21,,31,,31,NOT COMPLETED,,,,,,,,
2445,MATHS,"Sets, Relations and  Functions",JISHNA,2026,OFFLINE,CCM,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2446,MATHS,"Sets, Relations and  Functions",JISHNA,2026,OFFLINE,CCM,,BATCH21,,19,,19,NOT COMPLETED,,,,,,,,
2447,BOTANY,Sexual reproduction in Flowering Plants,JISHNA,2026,OFFLINE,CBP,,BATCH21,,17,,17,NOT COMPLETED,,,,,,,,
2448,BOTANY,Sexual reproduction in Flowering Plants,JISHNA,2026,OFFLINE,CBP,,BATCH21,,7,,7,NOT COMPLETED,,,,,,,,
2449,BOTANY,Sexual reproduction in Flowering Plants,JISHNA,2026,OFFLINE,CBP,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2450,CHEMISTRY,Solutions,JISHNA,2026,OFFLINE,ZDV,,BATCH21,,7,,7,NOT COMPLETED,,,,,,,,
2451,CHEMISTRY,Solutions,JISHNA,2026,OFFLINE,ZDV,,BATCH21,,31,,31,NOT COMPLETED,,,,,,,,
2452,CHEMISTRY,Some Basic Concepts of Chemistry,JISHNA,2026,OFFLINE,PAA,,BATCH21,,7,,7,NOT COMPLETED,,,,,,,,
2453,CHEMISTRY,Some Basic Concepts of Chemistry,JISHNA,2026,OFFLINE,PAA,,BATCH21,,15,,15,NOT COMPLETED,,,,,,,,
2454,MATHS,Statistics,JISHNA,2026,OFFLINE,CCQ,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2455,MATHS,Statistics,JISHNA,2026,OFFLINE,CCQ,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2456,MATHS,Straight Lines,JISHNA,2026,OFFLINE,ZCC,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2457,MATHS,Straight Lines,JISHNA,2026,OFFLINE,ZCC,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2458,ZOOLOGY,Structural organisation in Animals Morphology of Animals,JISHNA,2026,OFFLINE,BBF,,BATCH21,,21,,21,NOT COMPLETED,,,,,,,,
2459,ZOOLOGY,Structural organisation in Animals Morphology of Animals,JISHNA,2026,OFFLINE,BBF,,BATCH21,,12,,12,NOT COMPLETED,,,,,,,,
2460,ZOOLOGY,Structural organisation in Animals Morphology of Animals,JISHNA,2026,OFFLINE,BBF,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2461,PHYSICS,System of Particles and Rigid Body Rotation,JISHNA,2026,OFFLINE,PDV,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2462,PHYSICS,System of Particles and Rigid Body Rotation,JISHNA,2026,OFFLINE,PDV,,BATCH21,,17,,17,NOT COMPLETED,,,,,,,,
2463,PHYSICS,System of Particles and Rigid Body Rotation,JISHNA,2026,OFFLINE,PDV,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2464,CHEMISTRY,The d and f Block Block Elements,JISHNA,2026,OFFLINE,ZAJ,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2465,CHEMISTRY,The d and f Block Block Elements,JISHNA,2026,OFFLINE,ZAJ,,BATCH21,,21,,21,NOT COMPLETED,,,,,,,,
2466,MATHS,Theory of Probability,JISHNA,2026,OFFLINE,CCV,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2467,MATHS,Theory of Probability,JISHNA,2026,OFFLINE,CCV,,BATCH21,,15,,15,NOT COMPLETED,,,,,,,,
2468,PHYSICS,"Thermal Properties of Matter, Thermodynamics and Kinetic Theory",JISHNA,2026,OFFLINE,PBU,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2469,PHYSICS,"Thermal Properties of Matter, Thermodynamics and Kinetic Theory",JISHNA,2026,OFFLINE,PBU,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2470,PHYSICS,"Thermal Properties of Matter, Thermodynamics and Kinetic Theory",JISHNA,2026,OFFLINE,PBU,,BATCH21,,14,,14,NOT COMPLETED,,,,,,,,
2471,CHEMISTRY,Thermodynamics and Chemical Energetics,JISHNA,2026,OFFLINE,ZAE,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2472,CHEMISTRY,Thermodynamics and Chemical Energetics,JISHNA,2026,OFFLINE,ZAE,,BATCH21,,15,,15,NOT COMPLETED,,,,,,,,
2473,MATHS,Three Dimensional Geometry,JISHNA,2026,OFFLINE,BCG,,BATCH21,,17,,17,NOT COMPLETED,,,,,,,,
2474,MATHS,Three Dimensional Geometry,JISHNA,2026,OFFLINE,BCG,,BATCH21,,10,,10,NOT COMPLETED,,,,,,,,
2475,MATHS,Trigonometry I,JISHNA,2026,OFFLINE,MBA,,BATCH21,,24,,24,NOT COMPLETED,,,,,,,,
2476,MATHS,Trigonometry I,JISHNA,2026,OFFLINE,MBA,,BATCH21,,9,,9,NOT COMPLETED,,,,,,,,
2477,PHYSICS,Wave Optics,JISHNA,2026,OFFLINE,MCP,,BATCH21,,7,,7,NOT COMPLETED,,,,,,,,
2478,PHYSICS,Wave Optics,JISHNA,2026,OFFLINE,MCP,,BATCH21,,21,,21,NOT COMPLETED,,,,,,,,
2479,CHEMISTRY,"Alcohols, Phenols and Ethers",CHAITRA,2026,OFFLINE,BAJ,,BATCH22,,14,,14,NOT COMPLETED,,,,,,,,
2480,CHEMISTRY,"Alcohols, Phenols and Ethers",CHAITRA,2026,OFFLINE,BAJ,,BATCH22,,14,,14,NOT COMPLETED,,,,,,,,
2481,CHEMISTRY,"Alcohols, Phenols and Ethers",CHAITRA,2026,OFFLINE,BAJ,,BATCH22,,9,,9,NOT COMPLETED,,,,,,,,
2482,CHEMISTRY,Aldehydes and Ketones,CHAITRA,2026,OFFLINE,CAY,,BATCH22,,12,,12,NOT COMPLETED,,,,,,,,
2483,CHEMISTRY,Aldehydes and Ketones,CHAITRA,2026,OFFLINE,CAY,,BATCH22,,14,,14,NOT COMPLETED,,,,,,,,
2484,CHEMISTRY,Amines,CHAITRA,2026,OFFLINE,ZAX,,BATCH22,,15,,15,NOT COMPLETED,,,,,,,,
2485,CHEMISTRY,Amines,CHAITRA,2026,OFFLINE,ZAX,,BATCH22,,19,,19,NOT COMPLETED,,,,,,,,
2486,CHEMISTRY,Amines,CHAITRA,2026,OFFLINE,ZAX,,BATCH22,,10,,10,NOT COMPLETED,,,,,,,,
2487,ZOOLOGY,Animal Kingdom Phylum Chordata,CHAITRA,2026,OFFLINE,MAS,,BATCH22,,15,,15,NOT COMPLETED,,,,,,,,
2488,ZOOLOGY,Animal Kingdom Phylum Chordata,CHAITRA,2026,OFFLINE,MAS,,BATCH22,,10,,10,NOT COMPLETED,,,,,,,,
2489,ZOOLOGY,Animal Kingdom Phylum Chordata,CHAITRA,2026,OFFLINE,MAS,,BATCH22,,17,,17,NOT COMPLETED,,,,,,,,
2490,MATHS,Applications of Differentiation,CHAITRA,2026,OFFLINE,BBU,,BATCH22,,12,,12,NOT COMPLETED,,,,,,,,
2491,MATHS,Applications of Differentiation,CHAITRA,2026,OFFLINE,BBU,,BATCH22,,10,,10,NOT COMPLETED,,,,,,,,
2492,PHYSICS,Atoms and Nuclei,CHAITRA,2026,OFFLINE,ZDE,,BATCH22,,9,,9,NOT COMPLETED,,,,,,,,
2493,PHYSICS,Atoms and Nuclei,CHAITRA,2026,OFFLINE,ZDE,,BATCH22,,15,,15,NOT COMPLETED,,,,,,,,
2494,ZOOLOGY,Biodiversity and Conservation,CHAITRA,2026,OFFLINE,PCM,,BATCH22,,9,,9,NOT COMPLETED,,,,,,,,
2495,ZOOLOGY,Biodiversity and Conservation,CHAITRA,2026,OFFLINE,PCM,,BATCH22,,7,,7,NOT COMPLETED,,,,,,,,
2496,BOTANY,Biological Classification,CHAITRA,2026,OFFLINE,CBL,,BATCH22,,12,,12,NOT COMPLETED,,,,,,,,
2497,BOTANY,Biological Classification,CHAITRA,2026,OFFLINE,CBL,,BATCH22,,21,,21,NOT COMPLETED,,,,,,,,
2498,BOTANY,Biological Classification,CHAITRA,2026,OFFLINE,CBL,,BATCH22,,10,,10,NOT COMPLETED,,,,,,,,
2499,ZOOLOGY,Biomolecules,CHAITRA,2026,OFFLINE,BBG,,BATCH22,,14,,14,NOT COMPLETED,,,,,,,,
2500,CHEMISTRY,Biomolecules,CHAITRA,2026,OFFLINE,MDM,,BATCH22,,10,,10,NOT COMPLETED,,,,,,,,
2501,ZOOLOGY,Biomolecules,CHAITRA,2026,OFFLINE,BBG,,BATCH22,,10,,10,NOT COMPLETED,,,,,,,,
